customer_id,open_date,gender,age,married,number_of_dependents,satisfaction_score,customer_status,cltv,number_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charge,total_revenue,churn_category,churn_date,churn_reason
0654-PQKDW,2020-06-13,Female,58,Yes,2,3,Stayed,4133,5,62,No Offer,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One Year,Bank Withdrawal,70.75,6870.55,,,
9629-NHXFW,2025-07-18,Female,58,Yes,2,5,Joined,3160,6,1,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.4,68.19,,,
3255-GRXMG,2024-02-16,Male,58,No,2,5,Stayed,4403,0,18,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Credit Card,45.65,1400.46,,,
8232-CTLKO,2020-02-06,Female,58,Yes,2,3,Stayed,5979,9,66,Offer A,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,Two Year,Bank Withdrawal,59.75,4550.54,,,
1159-WFSGR,2024-04-08,Female,59,Yes,2,4,Stayed,3990,3,16,Offer D,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,20.4,1050.04,,,
1452-XRSJV,2022-05-07,Female,59,Yes,2,3,Stayed,3154,3,39,No Offer,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Credit Card,51.05,2653.34,,,
6064-PUPMC,2023-09-06,Male,59,Yes,2,3,Stayed,4021,4,23,No Offer,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,One Year,Credit Card,57.2,2294.13,,,
9581-GVBXT,2020-09-05,Men,59,Yes,2,4,Stayed,6300,0,59,Offer B,No,No,Yes,DSL,Yes,No,Yes,No,No,No,One Year,Credit Card,34.8,1980.3,,,
1834-ABKHQ,2021-04-24,Female,59,Yes,2,4,Stayed,4298,2,52,Offer B,Yes,No,Yes,Cable,No,No,Yes,No,No,No,One Year,Bank Withdrawal,50.95,3132.21,,,
2533-TIBIX,2024-05-10,Male,59,Yes,2,4,Stayed,5825,8,15,No Offer,No,No,Yes,Cable,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,30.2,469.65,,,
7113-HIPFI,2020-02-04,Male,59,Yes,2,3,Stayed,5500,10,66,Offer A,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Two Year,Credit Card,65.85,5873.11,,,
0997-YTLNY,2024-01-24,Female,59,No,2,3,Stayed,3749,0,19,Offer D,Yes,No,Yes,Cable,No,No,No,Yes,No,No,Month-to-Month,Credit Card,48.8,1030.22,,,
8647-SDTWQ,2020-11-25,Male,59,Yes,2,5,Stayed,4133,4,57,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,74.3,6935.5,,,
3347-YJZZE,2023-03-24,Male,60,Yes,2,4,Stayed,4558,6,29,No Offer,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Credit Card,80.1,2406.97,,,
7296-PIXQY,2024-06-23,Female,60,Yes,2,4,Stayed,5819,0,14,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,70.2,1368.5,,,
3470-BTGQO,2023-11-25,Male,60,No,2,4,Stayed,5731,0,21,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Credit Card,45.65,1396.02,,,
6857-TKDJV,2020-01-11,Male,60,Yes,2,5,Stayed,4444,6,67,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,24.65,2585.92,,,
8727-JQFHV,2020-11-20,Male,60,Yes,2,3,Stayed,4937,8,57,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,20.75,2812.63,,,
2208-NKVVH,2022-01-02,Male,60,Yes,2,4,Stayed,4432,4,43,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,24.25,1198.78,,,
6047-SUHPR,2022-05-02,Male,60,Yes,2,3,Stayed,3093,5,39,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One Year,Bank Withdrawal,59.8,3022.05,,,
4487-ZYJZK,2022-06-22,Female,60,Yes,2,3,Stayed,4623,1,38,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,19.6,2158.46,,,
7033-CLAMM,2021-08-08,Female,60,Yes,2,5,Stayed,3828,6,48,Offer B,Yes,No,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,20.2,1921.97,,,
0455-XFASS,2025-05-20,Female,61,Yes,2,3,Joined,5998,3,3,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,69.55,171.41,,,
1163-ONYEY,2022-03-08,Male,61,Yes,2,3,Stayed,2748,4,41,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Credit Card,74.55,4194.1,,,
8532-UEFWH,2021-04-11,Male,61,Yes,2,3,Stayed,4676,6,52,Offer B,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Mailed Check,25.75,3920.37,,,
6463-HHXJR,2019-09-16,Female,61,Yes,2,4,Stayed,4080,5,71,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Two Year,Bank Withdrawal,100.5,9622.15,,,
7730-CLDSV,2019-08-24,Female,61,Yes,2,4,Stayed,4616,6,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,98.65,9664.57,,,
9838-BFCQT,2019-08-08,Male,61,Yes,2,3,Stayed,5475,2,72,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,26.1,4293.69,,,
3617-XLSGQ,2020-02-02,Female,61,Yes,2,3,Stayed,5865,2,66,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,109.25,8489.76,,,
1834-WULEG,2023-08-07,Male,61,Yes,2,4,Stayed,3000,5,24,Offer C,Yes,No,No,,No,No,No,No,No,No,One Year,Mailed Check,20.25,1419.19,,,
7816-VGHTO,2025-02-06,Female,61,Yes,2,5,Stayed,2866,7,6,Offer E,No,No,Yes,Cable,No,Yes,Yes,Yes,No,No,Two Year,Credit Card,40.55,267.5,,,
5707-ZMDJP,2021-03-24,Male,61,Yes,2,4,Stayed,4590,3,53,No Offer,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two Year,Credit Card,69.7,5409.17,,,
7964-VEXDG,2023-11-20,Male,61,No,2,3,Stayed,4579,0,21,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,80.35,2028.39,,,
0675-NCDYU,2019-08-09,Female,61,Yes,2,3,Stayed,6491,1,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,116.4,10621.17,,,
6754-WKSHP,2023-02-26,Male,61,No,2,3,Stayed,5915,0,30,Offer C,Yes,Yes,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,25.35,851.4,,,
1960-UOTYM,2021-04-25,Male,61,Yes,2,4,Stayed,4509,5,52,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,79.2,4875.86,,,
5299-RULOA,2024-10-14,Female,62,Yes,2,2,Churned,5998,1,10,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,100.25,1309.45,Price,2025-08-14,Price too high
5522-JBWMO,2025-07-18,Male,62,No,2,5,Joined,4020,0,1,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,44.0,59.66,,,
7971-HLVXI,2019-08-25,Male,62,Yes,2,5,Stayed,6202,4,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,Credit Card,84.5,9298.85,,,
8800-ZKRFW,2023-02-02,Female,62,Yes,2,4,Stayed,3094,9,30,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,107.5,3979.3,,,
7145-FEJWU,2024-08-20,Female,62,No,2,3,Stayed,5913,0,12,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,105.3,1479.17,,,
4830-FAXFM,2024-01-06,Male,62,No,2,4,Stayed,2378,0,19,Offer D,Yes,Yes,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,24.1,714.32,,,
3082-YVEKW,2023-09-24,Female,62,Yes,2,3,Stayed,2572,10,23,No Offer,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,77.15,2518.86,,,
6199-IPCAO,2023-03-22,Female,62,Yes,2,3,Stayed,2828,8,29,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,26.1,847.7,,,
7729-XBTWX,2020-02-09,Male,62,Yes,2,4,Stayed,4485,7,66,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,19.75,3425.48,,,
9786-YWNHU,2020-05-13,Female,62,Yes,2,3,Stayed,5733,6,63,Offer B,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,Credit Card,63.55,4178.54,,,
6586-PSJOX,2024-05-19,Male,62,No,2,4,Stayed,3608,0,15,Offer D,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,One Year,Credit Card,55.2,969.0,,,
3451-VAWLI,2022-09-13,Female,62,Yes,2,4,Stayed,5636,5,35,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,19.7,1269.75,,,
6368-TZZDT,2025-04-19,Male,62,Yes,2,4,Stayed,5390,8,4,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,19.5,111.13,,,
4184-VODJZ,2020-05-25,Male,62,Yes,2,4,Stayed,4512,4,63,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Bank Withdrawal,91.35,8808.98,,,
3978-YNKDD,2024-01-11,Male,62,No,2,4,Stayed,2654,0,19,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,20.85,1154.54,,,
0270-THENM,2019-08-04,Male,62,Yes,2,3,Stayed,6233,1,72,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,Bank Withdrawal,69.85,7119.75,,,
7619-ODSGN,2023-08-15,Male,63,Yes,2,1,Churned,5699,1,24,Offer C,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,54.75,1752.63,Attitude,2025-08-19,Attitude of support person
8981-FJGLA,2024-09-17,Male,63,No,2,5,Stayed,4886,0,11,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Mailed Check,78.0,1370.12,,,
4291-HPAXL,2025-07-26,Male,63,No,2,3,Joined,4840,0,1,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.85,48.95,,,
8922-NPKBJ,2022-02-13,Male,63,Yes,2,4,Stayed,3433,10,42,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Mailed Check,19.35,2309.16,,,
2878-DHMIN,2022-09-08,Male,63,Yes,2,3,Stayed,2334,7,35,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,19.9,1514.05,,,
3370-GQEAL,2023-02-19,Male,63,Yes,2,3,Stayed,3409,9,30,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,85.45,3258.42,,,
7480-SPLEF,2019-11-04,Male,63,Yes,2,3,Stayed,4933,5,69,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,26.0,2596.95,,,
8097-OMULG,2020-09-13,Male,63,Yes,2,4,Stayed,5918,1,59,No Offer,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,76.75,5482.36,,,
4797-AXPXK,2025-07-06,Female,64,No,2,1,Churned,4531,0,1,Offer E,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-Month,Bank Withdrawal,60.0,113.48,Attitude,2025-08-11,Attitude of service provider
1122-JWTJW,2025-07-09,Male,64,Yes,2,1,Churned,3463,1,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Credit Card,70.65,108.33,Competitor,2025-08-11,Competitor had better devices
5199-FPUSP,2022-11-02,Male,64,No,2,3,Stayed,3044,0,33,No Offer,No,No,Yes,Cable,Yes,No,No,Yes,No,No,One Year,Credit Card,34.05,1113.95,,,
8874-EJNSR,2022-05-07,Male,64,Yes,2,5,Stayed,5453,8,39,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,25.2,1787.06,,,
5727-MYATE,2019-08-04,Male,64,Yes,2,4,Stayed,5028,1,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,90.8,7882.96,,,
6933-VLYFX,2023-01-10,Male,64,Yes,2,3,Stayed,4337,7,31,Offer C,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,59.95,1848.8,,,
7163-OCEQI,2023-10-22,Male,64,Yes,2,3,Stayed,3571,6,22,No Offer,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Credit Card,78.65,2459.05,,,
2925-VDZHY,2019-08-06,Male,64,Yes,2,4,Stayed,4641,1,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,88.7,8562.71,,,
1785-BPHTP,2023-04-15,Male,64,Yes,2,3,Stayed,4022,6,28,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,Bank Withdrawal,85.45,2378.94,,,
5351-QESIO,2025-07-20,Male,64,No,2,5,Joined,4276,0,1,Offer E,No,No,Yes,Cable,No,No,No,No,No,No,Month-to-Month,Mailed Check,24.2,24.2,,,
9844-FELAJ,2019-10-05,Female,65,Yes,2,3,Stayed,5899,2,70,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,107.9,8153.85,,,
0537-QYZZN,2023-08-07,Male,66,Yes,2,3,Stayed,3412,6,24,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Two Year,Bank Withdrawal,79.85,1955.19,,,
6374-NTQLP,2019-08-22,Male,67,Yes,2,3,Stayed,5092,4,72,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,104.1,8698.74,,,
9544-PYPSJ,2020-06-09,Female,67,Yes,2,4,Stayed,5868,1,62,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,Credit Card,96.1,9006.47,,,
2656-FMOKZ,2024-05-16,Female,70,No,2,2,Churned,5717,0,15,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Mailed Check,74.45,1806.75,Dissatisfaction,2025-08-20,Limited range of services
4827-LTQRJ,2020-02-18,Female,70,Yes,2,4,Stayed,5418,1,66,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,Credit Card,110.6,10139.93,,,
1004-NOZNR,2020-12-12,Male,71,No,2,4,Stayed,5693,0,56,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,Credit Card,94.8,5856.22,,,
5315-CKEQK,2023-04-02,Male,73,Yes,2,3,Stayed,5195,1,28,No Offer,Yes,Yes,Yes,DSL,No,No,No,No,No,No,One Year,Bank Withdrawal,51.0,1593.68,,,
8059-UDZFY,2022-11-06,Female,73,No,2,5,Stayed,4738,0,33,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,105.35,3885.8,,,
4304-XUMGI,2021-06-03,Male,74,Yes,2,4,Stayed,6084,3,50,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two Year,Bank Withdrawal,75.15,5467.45,,,
9758-MFWGD,2021-08-01,Female,75,Yes,2,5,Stayed,2617,0,48,No Offer,No,No,Yes,DSL,No,Yes,No,No,No,No,One Year,Bank Withdrawal,29.9,1388.75,,,
0390-DCFDQ,2025-07-16,Female,76,Yes,2,2,Churned,3964,1,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Mailed Check,70.45,85.73,Other,2025-08-20,Don't know
3865-QBWSJ,2022-06-12,Male,76,No,2,3,Stayed,2926,0,38,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Two Year,Credit Card,80.45,4877.59,,,
7472-EQOAV,2019-09-08,Male,76,Yes,2,3,Stayed,4485,5,71,Offer A,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,One Year,Bank Withdrawal,86.7,8320.71,,,
2070-FNEXE,2025-01-18,Female,77,No,2,2,Churned,4419,0,7,Offer E,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,76.45,681.2,Price,2025-08-19,Lack of affordable download/upload speed
1641-RQDAY,2022-12-22,Female,77,Yes,2,3,Stayed,4848,1,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Bank Withdrawal,100.4,4792.37,,,
7072-MBHEV,2024-09-09,Female,77,Yes,2,5,Stayed,2333,8,11,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Credit Card,78.1,1059.11,,,
4868-AADLV,2020-02-12,Male,77,Yes,2,3,Stayed,4578,0,66,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,116.25,8078.07,,,
5180-UCIIQ,2023-10-09,Male,80,Yes,2,1,Churned,2061,5,22,No Offer,No,No,Yes,Cable,Yes,No,No,No,No,Yes,Month-to-Month,Mailed Check,40.05,880.2,Other,2025-08-11,Moved
9705-IOVQQ,2020-07-11,Male,80,Yes,2,5,Stayed,5177,10,61,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Bank Withdrawal,99.0,6223.24,,,
5947-SGKCL,2024-05-06,Female,19,Yes,3,3,Stayed,2721,6,15,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,105.35,1622.1,,,
9178-JHUVJ,2023-08-16,Male,19,Yes,3,3,Stayed,4634,1,24,Offer C,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,24.1,614.76,,,
2018-QKYGT,2025-07-04,Male,19,Yes,3,5,Joined,4396,1,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,81.05,117.37,,,
9565-AXSMR,2021-04-07,Male,19,Yes,3,5,Stayed,4203,10,52,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,19.2,3174.27,,,
2266-FUBDZ,2024-05-23,Male,19,Yes,3,3,Stayed,2742,2,15,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,19.35,975.9,,,
7665-NKLAV,2022-08-26,Female,19,Yes,3,4,Stayed,2564,5,36,No Offer,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,Two Year,Credit Card,40.65,1547.35,,,
6242-SGYTS,2020-06-02,Male,19,Yes,3,4,Stayed,4262,6,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,One Year,Credit Card,94.95,6768.97,,,
0953-LGOVU,2024-08-03,Male,19,Yes,3,4,Stayed,2562,7,12,Offer D,No,No,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Mailed Check,35.5,432.25,,,
9251-AWQGT,2021-08-20,Female,19,Yes,3,5,Stayed,2608,2,48,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,20.0,1404.86,,,
1090-PYKCI,2019-11-17,Female,19,Yes,3,3,Stayed,4686,1,69,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,One Year,Credit Card,105.1,8933.18,,,
8946-BFWSG,2020-05-13,Male,19,Yes,3,5,Stayed,6245,8,63,Offer B,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,25.25,3116.55,,,
7781-EWARA,2019-10-03,Male,19,Yes,3,3,Stayed,4122,1,70,Offer A,No,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,60.35,4089.47,,,
7242-QZLXF,2025-07-06,Male,20,No,3,2,Churned,5421,0,1,No Offer,No,No,Yes,Cable,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,25.3,35.3,Competitor,2025-08-11,Competitor made better offer
5115-GZDEL,2019-08-08,Male,20,No,3,3,Stayed,5592,0,72,No Offer,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,67.2,4671.7,,,
1941-HOSAM,2025-07-05,Male,20,Yes,3,3,Joined,4142,1,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,90.1,114.43,,,
6283-GITPX,2019-09-07,Male,20,No,3,3,Stayed,4633,0,71,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two Year,Credit Card,76.9,5860.66,,,
2892-GESUL,2024-02-01,Female,20,Yes,3,5,Stayed,2269,5,18,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,19.35,669.25,,,
4430-YHXGG,2025-04-11,Female,20,No,3,5,Stayed,2616,0,4,Offer E,Yes,Yes,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,25.45,240.08,,,
8561-NMTBD,2020-01-13,Female,20,Yes,3,4,Stayed,5427,3,67,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,112.35,8755.92,,,
6447-GORXK,2023-01-22,Male,20,No,3,4,Stayed,4242,0,31,Offer C,No,No,Yes,Cable,No,No,No,No,No,No,Month-to-Month,Credit Card,25.0,766.8,,,
2150-UWTFY,2023-10-04,Female,21,Yes,3,1,Churned,4626,1,22,Offer D,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-Month,Credit Card,61.15,2447.61,Dissatisfaction,2025-08-09,Service dissatisfaction
3807-XHCJH,2025-07-19,Female,21,Yes,3,4,Joined,2358,4,1,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,20.0,26.86,,,
4712-UYOOI,2023-12-21,Female,21,Yes,3,3,Stayed,3402,4,20,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,20.0,1179.92,,,
3279-DYZQM,2019-09-22,Male,21,Yes,3,4,Stayed,5497,6,71,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Mailed Check,19.45,2180.75,,,
0854-UYHZD,2024-07-13,Female,21,Yes,3,4,Stayed,2816,1,13,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Mailed Check,19.55,814.29,,,
5197-PYEPU,2022-02-16,Female,21,Yes,3,3,Stayed,5643,5,42,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,One Year,Credit Card,94.45,4331.34,,,
9830-ECLEN,2020-10-04,Male,21,Yes,3,4,Stayed,4704,9,58,No Offer,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,No,One Year,Mailed Check,50.0,2919.85,,,
5312-IRCFR,2020-04-12,Female,21,Yes,3,4,Stayed,5206,8,64,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Bank Withdrawal,92.85,8378.83,,,
1498-NHTLT,2020-09-26,Male,21,Yes,3,3,Stayed,5020,4,59,Offer B,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,86.75,7835.83,,,
9419-IPPBE,2021-05-09,Female,21,Yes,3,3,Stayed,5692,4,51,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Bank Withdrawal,90.15,5569.75,,,
0377-JBKKT,2023-10-17,Male,21,Yes,3,3,Stayed,5036,9,22,Offer D,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-Month,Credit Card,57.95,2208.56,,,
1222-LRYKO,2025-02-24,Male,21,No,3,3,Stayed,2189,0,6,Offer E,Yes,Yes,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,26.35,413.73,,,
8722-PRFDV,2019-09-11,Female,21,Yes,3,3,Stayed,5097,10,71,Offer A,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Two Year,Credit Card,77.55,9036.31,,,
1389-WNUIB,2023-12-07,Female,21,Yes,3,4,Stayed,4085,7,20,No Offer,Yes,Yes,Yes,Cable,Yes,No,No,No,Yes,Yes,One Year,Bank Withdrawal,76.0,1957.25,,,
2171-UDMFD,2022-12-14,Male,22,Yes,3,4,Stayed,4363,5,32,Offer C,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.45,1796.15,,,
4797-MIWUM,2025-01-09,Male,22,Yes,3,5,Stayed,3149,0,7,Offer E,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,20.25,523.51,,,
4194-FJARJ,2021-02-02,Female,22,Yes,3,3,Stayed,4798,6,54,No Offer,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,Two Year,Bank Withdrawal,60.0,3734.57,,,
2252-ISRNH,2024-11-16,Male,22,Yes,3,3,Stayed,2993,9,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Bank Withdrawal,90.35,1042.04,,,
9648-BCHKM,2024-02-14,Female,22,Yes,3,3,Stayed,5231,9,18,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,24.65,1257.77,,,
0269-XFESX,2023-09-01,Male,22,Yes,3,5,Stayed,4031,1,23,No Offer,Yes,Yes,No,,No,No,No,No,No,No,One Year,Credit Card,24.35,1642.96,,,
0401-WDBXM,2019-08-04,Male,22,Yes,3,3,Stayed,4331,4,72,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,105.55,8152.01,,,
9114-DPSIA,2019-08-16,Male,22,Yes,3,3,Stayed,4237,8,72,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two Year,Credit Card,81.0,5946.56,,,
8050-XGRVL,2020-06-24,Female,22,Yes,3,4,Stayed,5010,5,62,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,One Year,Credit Card,54.75,5457.89,,,
7892-POOKP,2023-04-04,Female,23,Yes,3,3,Churned,5003,0,28,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.8,3182.97,Other,2025-08-07,Moved
